name,chi2,chi2_reduced,n_points,max_radius_kpc,max_velocity,rms_residual,max_residual,ML_disk,ML_bulge,gas_factor,h_scale,has_bulge,v_model,v_newton,success
NGC2403,2233.6583289965006,30.598059301321925,73,20.87,136.0,19.089028419193497,30.200739006587312,0.5667137603142005,0.7,1.2658872599046398,285.03840864218546,False,"[47.83053408253212, 47.235618486403006, 62.57653573119228, 72.15849631523302, 77.9488008607121, 81.39089466554847, 83.87733749232596, 85.77837470986127, 87.29523660272518, 88.7393935543663, 90.12453634162944, 91.62230537721614, 92.79129802747248, 94.07605025437825, 95.14857049145523, 96.14262997828877, 96.99986525666407, 97.68648182844062, 98.22464381362963, 98.73533488950825, 99.06618440821391, 99.12101385327132, 98.97786927627118, 98.76507468793896, 98.56934278864243, 98.37402296899167, 98.2069909277134, 98.06794253244895, 97.97594218362926, 97.94010334493538, 97.95531914716702, 98.0067911596284, 98.08736844864835, 98.18474678227425, 98.28673646412369, 98.38523277921034, 98.48209705352917, 98.59290808162443, 98.68705180463618, 99.29525591571885, 100.09651885072606, 100.93700306362554, 101.70754650622371, 102.43402678987519, 103.0805539664332, 103.63209742143339, 104.1141778051269, 104.52135049172941, 104.85573428875091, 105.13899035190295, 105.37172762242162, 105.55823103770446, 105.71235600197772, 105.83512870122142, 105.92987469110868, 106.00438796512593, 106.05966660080698, 106.09825113829459, 106.1222525032327, 106.1350086060694, 106.13711646346192, 106.12984422262183, 106.11440881557247, 106.09233272932107, 106.06433290085168, 106.0299003545926, 105.99078948479223, 105.94842282424493, 105.90152235126004, 105.8513186408255, 105.79926099341269, 105.74353871068425, 105.68547017085771]","[48.20194399303107, 47.8973218920194, 63.26575554628897, 72.91688545969397, 78.80982221383233, 82.37120920704889, 84.97419121867985, 86.98308017902077, 88.59511540100065, 90.11847628331809, 91.5674084618876, 93.11864660782588, 94.3189433248302, 95.62573608220279, 96.70275075859661, 97.68628703307944, 98.51499032779532, 99.15104457682648, 99.61408727596375, 100.01566162993198, 100.2161178859567, 100.09107371623185, 99.73799033356973, 99.24844107296434, 98.73747546323169, 98.15104089735549, 97.58682406393115, 97.01515408156698, 96.46171714427639, 95.94173795793931, 95.40036654404217, 94.92434784236715, 94.45801396614927, 93.98724520389781, 93.49691563362879, 92.97665577195161, 92.43008872896458, 91.80912099938958, 91.28744553019756, 88.44431589031055, 85.52782291476639, 82.65988889581469, 79.8879560150241, 77.18328113578785, 74.61783737749651, 72.24649160173396, 69.97348367720333, 67.84460233236535, 65.89156028864075, 64.0258300727084, 62.279604887393184, 60.676018483756245, 59.14083948433207, 57.69915542729657, 56.36989148120756, 55.09173338998594, 53.88587087420961, 52.74603232589973, 51.687953569062564, 50.66404160522388, 49.69156340708748, 48.78421304964131, 47.90173735983666, 47.06025205624842, 46.2717805773844, 45.50142259004163, 44.76374506224176, 44.070348294122915, 43.39091567611687, 42.73803337697143, 42.12233359506209, 41.51716326212627, 40.93391379110276]",True
UGC03580,9408.770653192185,200.1866096423869,47,27.06,131.0,37.56018733860888,75.42548448474983,0.3,0.3,1.25,562.1207284927368,True,"[62.57806924178568, 72.71967881917502, 88.26817463670079, 96.67772185363117, 101.30447660422207, 104.99993270761914, 107.64159313527826, 109.873882463132, 111.36726534268301, 112.39652777360418, 113.17251017117864, 113.63058238061734, 113.96864237877716, 114.25224184921214, 114.47016449054779, 114.69915453067686, 114.88485774297665, 115.09053006640895, 115.3273036921794, 115.58210993597676, 115.85927538547851, 116.16426131582742, 116.43222365387328, 116.7026335719761, 116.93676649659335, 117.18846766802552, 117.42033061400055, 117.65726876151895, 121.51323171277342, 122.12229402804691, 127.47117356364899, 133.98586530215113, 138.57160576208437, 139.0908048470927, 139.60873877899854, 140.51177724554717, 140.59754865290037, 146.81749018922307, 152.99181185254184, 158.73625622332057, 164.18855645488898, 169.37200366129431, 174.30680931934134, 179.01238849435333, 183.18716279389133, 191.63700430562835, 199.42548448474983]","[62.691422349020534, 72.99481657836203, 88.60394575410906, 97.12324641774676, 101.86717250206571, 105.69634391245091, 108.46266657186578, 110.83224225242786, 112.45236957642227, 113.60791133224338, 114.51718305612465, 115.09072247860298, 115.54370241148978, 115.92734925067418, 116.2159191038565, 116.51325815419533, 116.7447756279263, 116.98122885823174, 117.22868720177945, 117.47605653031795, 117.72943332596718, 117.98939603843493, 118.19797994032739, 118.38301811473445, 118.51992726408464, 118.64537060651512, 118.74336950910532, 118.82965180092582, 119.86650690768086, 120.01129805411635, 121.30150588460646, 122.95847604759021, 124.17186714463888, 124.31056806317466, 124.44925614776827, 124.69169169153862, 124.71475825728525, 126.40551586456286, 128.11206744044915, 129.71051128246802, 131.2325558994951, 132.68276403012365, 134.0597488238735, 135.3633744274139, 136.50918002104237, 138.78041505904307, 140.80770287445714]",True
ESO444-G084,610.7214614857645,87.24592306939493,7,4.44,63.1,18.681105220986787,26.68662016459868,1.0,0.7,1.3682222222222196,100.0,False,"[19.65207223741301, 28.653735538981586, 33.43196668362365, 35.311898477176, 36.02943635424651, 36.41337983540132, 36.43729876141243]","[13.972723664115634, 16.450998443849755, 16.937653218964005, 15.696543246500639, 14.292311595716308, 11.955647253416151, 10.35409816616829]",True
UGC11557,1014.2736235604159,84.522801963368,12,10.56,85.0,18.803263771111894,29.394542931688704,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[29.685199764364242, 46.394542931688704, 59.591893048929286, 67.4323812200424, 74.26956079885497, 78.6495000982329, 82.78389625970802, 85.87390670674591, 88.49401070724484, 91.5671319377439, 94.28842860816876, 95.38321049506548]","[28.184104184984406, 41.071508904151344, 50.9409252615031, 55.49615513787771, 58.202387580591704, 58.85009573787561, 58.806996974330794, 58.63305713500149, 58.17870375298024, 56.366800899002655, 52.36482664633827, 48.164433927059456]",True
UGC08490,622.1346287706473,20.737820959021576,30,10.15,80.1,10.579062234693527,13.300678094043619,1.0,0.7,1.3682222222222196,100.0,False,"[44.52553766604532, 46.15921605420856, 53.850001995397484, 57.701600049552894, 60.08415058066323, 61.99932190595638, 63.47934520684175, 64.67817303960004, 65.74347795699659, 66.56522861824129, 67.24603899560228, 67.76021089673958, 68.0980329132915, 68.32686918154896, 68.48201742179488, 68.59316256899282, 68.67462310454565, 68.73006978612788, 68.76373013634192, 68.78272964951067, 68.7894448306609, 68.78789594202705, 68.77796658215232, 68.76075730216543, 68.73874101392596, 68.7127479223974, 68.68436117937665, 68.65240785045305, 68.62230126522913, 68.58202562503982]","[45.25505530175351, 45.260328082351414, 51.8763004541413, 53.42677738805832, 52.77721490013435, 51.245476441694265, 49.23155327776013, 47.27171674315496, 45.31993063452685, 43.600162327042476, 41.94193719733447, 40.36206607250288, 38.87097912024675, 37.3645013744368, 36.0201408778194, 34.82793286881222, 33.70027268358493, 32.66324443351359, 31.73288275619247, 30.819360144015434, 29.997371493387718, 29.255073435226958, 28.539855436017692, 27.869554366180655, 27.24073403335932, 26.649307107071735, 26.107671090386877, 25.57997141004312, 25.13777404371936, 24.606480572794915]",True
UGC01230,251.0416676718726,22.821969788352053,11,36.54,113.0,11.73515768477425,23.661363442199214,0.8648653695625437,0.7,1.3087327074746415,173.8120736805692,False,"[43.461363442199215, 63.76570294664803, 77.13285268017164, 85.89580091558926, 91.9985050067832, 96.35383576112592, 104.08780623880129, 105.53582559056117, 108.9327609046377, 108.38479157776825, 108.12894932734808]","[40.097587462422865, 49.990337674773556, 55.71382421652534, 57.252469442331254, 57.026301525785634, 55.74634849368712, 50.942936762414334, 49.20514824534806, 38.92971476581486, 34.4295559085196, 31.784187254905103]",True
UGC08550,65.85410659920356,5.98673696356396,11,5.36,57.8,4.8935618780450545,7.559111397586179,1.0,0.7,1.3682222222222196,100.0,False,"[31.39173207118651, 38.52786542682381, 45.253412522256085, 48.09548370129565, 49.37874225466062, 49.87045734963581, 50.11446260884281, 50.21452018704477, 50.24088860241382, 50.22709626180728, 50.19029659528988]","[26.79017368079309, 27.932897891189825, 30.846593863943312, 29.531142424452728, 27.24129403531058, 25.014448272853805, 23.12631184929263, 21.58044357752676, 20.224763078982747, 19.096821041435906, 18.142098034961894]",True
F561-1,339.18506939050144,56.53084489841691,6,9.66,50.4,15.037399362711215,19.549801329349215,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[40.88145038393232, 48.32772360173509, 56.949309213159765, 62.972551279142095, 67.38401824537223, 69.94980132934921]","[23.08553044646515, 22.072121931874754, 24.92801150173565, 26.289717424002113, 26.828279599385432, 26.308077767738776]",True
UGC07559,33.412537782247426,4.773219683178204,7,2.53,32.1,4.3695398765445335,8.434576145304293,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[17.744576145304293, 21.72646803879826, 25.71117217904724, 27.92248960500962, 29.035182777307064, 29.679253887481853, 30.05252076998759]","[9.03979786107045, 9.395987213991113, 10.707959374808643, 10.842037495409174, 10.47614742570648, 9.934732258210863, 9.330672955663637]",True
NGC4389,690.4014814616335,115.06691357693892,6,5.32,110.0,21.957281753405823,43.970723621686645,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[71.27072362168664, 73.31928419349374, 86.9548883151985, 93.96582447826837, 97.86796028367218, 99.7281205833269]","[72.43880888081273, 71.73119277981675, 83.42706913473452, 87.21197636236644, 86.25723927203447, 81.84159689892991]",True
NGC2915,2762.136297592338,92.0712099197446,30,10.04,86.5,22.923014836851117,38.056572866478,1.0,0.7,1.3682222222222196,100.0,False,"[51.556572866478, 46.940612561985674, 50.63853218070257, 52.55167398871461, 54.157183660321465, 55.40387293923918, 56.361444251608866, 57.078409040735764, 57.593759628708185, 57.94101226394008, 58.1640285050299, 58.31708785089649, 58.41254646442862, 58.47125153888936, 58.50423202729105, 58.51654654591803, 58.5156428818356, 58.5035063607492, 58.4829238415574, 58.45702458672842, 58.42699621144813, 58.39271110454926, 58.35580445227543, 58.31805632881767, 58.277648145583, 58.23731302539896, 58.19615790969175, 58.40821739277072, 58.34865118253219, 58.288727664203286]","[52.33248842866154, 46.345832748383806, 47.55448692337698, 45.394768164979965, 42.690958724893804, 40.11413585849602, 37.77077337685225, 35.68699054217309, 33.752727063937876, 32.020455870544005, 30.516509046446114, 29.136061473412013, 27.937510039583103, 26.859243337618327, 25.856548518706038, 24.97354052151015, 24.14514642987831, 23.38733271198558, 22.71006671183261, 22.084282012120013, 21.503829344066162, 20.947738909773292, 20.429487353961466, 19.958800229912057, 19.503737302865776, 19.08823327843967, 18.69608572025947, 18.31426628314927, 17.963344184610577, 17.62031673589305]",True
NGC5055,295.1346243618529,10.540522298637603,28,54.59,206.0,16.84658237052073,41.97248029733336,0.3774093933500816,0.7,1.3634528532380359,321.25251648909136,False,"[166.97248029733336, 166.52374292387927, 193.63847177288966, 201.5933446869848, 200.7082804824335, 198.27669594583443, 195.80778523322863, 193.2245866906273, 190.30714804827323, 187.0174672651003, 183.8143118302148, 181.0340288612345, 174.4049773968389, 173.2405660359774, 174.22284363877787, 175.45993837816528, 176.46893908258662, 177.14038738163845, 177.48721070389612, 177.5997099621081, 177.5448743995491, 177.36114912614337, 177.0829661752418, 176.73678698496062, 176.35826097113684, 175.92415738622267, 175.46308891819513, 174.98300649674582]","[167.23357858442841, 167.3491674866094, 194.7748729453014, 203.1798849152623, 202.8397287345689, 200.90050461750224, 198.80405512241126, 196.39319185067453, 193.3824362599589, 189.63894947038614, 185.53734685897587, 181.4234326261591, 165.21581734508138, 150.94535834509543, 138.28382474416813, 127.4064731836638, 118.19259339985469, 110.38331781609871, 103.66636719941975, 97.87293669636028, 92.79613758094371, 88.31345641489789, 84.32069086359034, 80.74824376829751, 77.65663679523678, 74.69577449799988, 71.98938527510931, 69.50363843998242]",True
UGC07399,1077.9746671309467,107.79746671309468,10,6.13,106.0,29.174435793091714,36.700890158611415,1.0,0.7,1.3682222222222196,100.0,False,"[45.30914422551039, 48.38189057168235, 54.92294590921624, 59.14682247283266, 62.39644526784934, 64.61914113391536, 66.37605672671152, 67.65483365837102, 68.57984037493635, 69.29910984138859]","[44.865703339059316, 40.2813441231237, 41.629884154408245, 40.97635414728903, 39.99678732633091, 38.57231871105505, 37.18255405520267, 35.792248178559205, 34.4057919711802, 33.121280338405754]",True
F565-V2,338.74102734135374,48.39157533447911,7,8.8,83.1,15.742291475942316,24.055305094309716,1.0,0.7,1.3682222222222196,100.0,False,"[35.84708114781282, 42.353796385564976, 50.04674131534535, 54.121338905949905, 56.67508214004049, 58.4170128150212, 59.04469490569028]","[20.023729490648936, 19.217105610690055, 21.77099354798993, 21.937222249719312, 21.408104561897396, 20.700588336872606, 19.515613186992475]",True
NGC3992,392.5755773065089,43.619508589612096,9,46.02,272.0,51.992133478596116,87.38378830438248,1.0,0.7,1.3682222222222196,100.0,False,"[203.86581734169604, 176.61621169561752, 199.5846599434084, 207.90300970318987, 211.73170881058283, 213.62944303930314, 214.7960368359864, 215.320914238282, 215.308443592688]","[206.26656345641823, 158.94236852923657, 176.5653325872328, 171.36857269064868, 159.83593474618849, 147.54939036903872, 136.90846766789997, 127.39208103735885, 119.36410792081698]",True
NGC6503,208.14923870954266,6.71449157127557,31,23.5,121.0,7.608821676571182,23.71597754770032,0.6439377546552595,0.7,1.2658816533200545,251.29038428808266,False,"[100.71597754770032, 108.30901558770385, 121.30138913737858, 116.92054556863036, 110.9865453319111, 107.892670970221, 106.97738848514888, 107.18907486863823, 107.86183785644707, 108.60217160166576, 109.25799443319032, 109.83888416965458, 110.34726761690494, 110.77289558549677, 111.07527080349087, 111.30858936940541, 111.48458518155736, 111.62606010136959, 111.70807095348704, 111.75768351559886, 111.78034873989401, 111.78118501553112, 111.7595477322523, 111.72385115295009, 111.67624933654608, 111.61825276448047, 111.55119896338081, 111.46688505250619, 111.38523409865984, 111.29863934200272, 111.20664364018894]","[101.57483756027486, 109.95318311797342, 123.29286574370131, 118.27282075813122, 109.40697687945034, 101.25545576584882, 94.34057010782084, 88.57826462333887, 83.74810428253132, 79.52745023432827, 75.75291477257241, 72.42410028119626, 69.52804015729139, 66.8052531867839, 64.43461772659806, 62.26492284444464, 60.27159703206162, 58.19460455645553, 56.508366284988156, 54.941422123108886, 53.500107188435315, 52.13397709511909, 50.686738674798534, 49.4936125537873, 48.37058520079446, 47.31081566184244, 46.30841697761477, 45.23473402796123, 44.33932931252409, 43.498235970608036, 42.68595431399156]",True
PGC51017,186.55475954962492,31.092459924937486,6,3.63,20.5,11.15212265444341,14.236127139453696,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[18.431920326123702, 26.505688379072996, 30.478082678017007, 31.86683953760502, 32.436127139453696, 32.4402907293587]","[10.35548946813472, 11.978850842206334, 12.130217425493937, 11.120956291092343, 10.032084453712532, 9.07669158694149]",True
NGC1705,580.2420622546912,41.4458615896208,14,6.0,73.2,13.877675628514737,18.7927001780754,1.0,0.7,1.3682222222222196,100.0,False,"[51.23012752948123, 52.68646830007565, 53.607299821924606, 54.81397235692997, 56.13892475044385, 57.09118358713733, 57.665632983079846, 58.02763696357871, 58.239856196728184, 58.364259593259234, 58.430887824163015, 58.45944626910575, 58.461566222449825, 58.44578668177159]","[51.73513114384324, 53.13981524619005, 50.47875489457009, 45.889936055960824, 41.48359240349457, 37.756392740818626, 34.72697546555959, 32.18547321666937, 30.120741385595128, 28.377790125312263, 26.88462488196184, 25.561528101395673, 24.404120082132756, 23.402299539087828]",True
ESO079-G014,585.6582785527335,39.0438852368489,15,16.67,178.0,25.76134745222067,37.966262064947614,0.4474851022421422,0.7,1.3822493673309335,309.4777496735677,False,"[44.76553416355716, 56.25065052373692, 72.69607341558219, 83.3641452749343, 89.55124927010853, 97.38107631151554, 105.29356601021793, 109.38394262944908, 112.55789561754742, 120.31952176891937, 127.78312511891491, 133.08050017130543, 137.0337379350524, 139.78595316803145, 141.74491095078102]","[45.3966483409122, 55.39933369500576, 70.63352969622986, 78.45264690473941, 82.21258357118182, 85.96460923391085, 88.72565544014776, 90.24212339856425, 91.50106368591537, 94.51318484862426, 96.36262497175997, 96.0676372686897, 93.95591368407919, 90.94593333524696, 87.92360017370395]",True
F563-V1,466.4161510481756,77.73602517469594,6,7.87,29.5,17.633607138041377,23.835165530964492,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[27.611465481051823, 34.611006409217254, 42.13610457966122, 46.41236215576416, 49.04219720235704, 51.13516553096449]","[11.188218301046357, 12.305875799973109, 14.91700533636335, 15.638649077867846, 15.442962070564873, 15.316635674514984]",True
NGC6195,2214.136108074829,96.26678730760125,23,36.43,258.0,72.40981135996054,115.16638943135263,0.3,0.3,1.25,561.5015459060669,True,"[214.02456963230682, 200.19637205485733, 239.41872456519118, 260.8491997762385, 275.09709619520913, 285.6987541292511, 293.9910955145876, 300.273107862627, 305.67666262299923, 310.5291190892828, 314.4936634454067, 317.9942191274631, 321.2743387657146, 324.3899120701244, 327.78673020394695, 330.0653839423146, 333.70060091134513, 336.1721006465128, 342.0558902810331, 347.0259836846598, 351.59038532250827, 356.36489297883094, 361.1663894313526]","[214.43519226831452, 201.39508251500678, 240.84160859692935, 262.62745334336165, 277.2652180611094, 288.25394602926133, 296.9362449286348, 303.59451305766447, 309.37132753370156, 314.57606194781613, 318.8447205220758, 322.6188516381346, 326.13834065383793, 329.45822970727494, 333.05233194220074, 335.44417358909607, 339.2020838772682, 341.6969328932835, 347.28693445349126, 351.37606810513677, 354.5609310185691, 357.45918255177355, 360.0561305305127]",True
DDO161,708.445018510404,22.853065113238838,31,13.37,67.5,9.567957695436197,14.17001202076299,0.8143934029193403,0.7,1.2740028098174867,192.66429311344086,False,"[28.639257831264118, 24.324939393196544, 28.845728335351833, 32.37044365147323, 34.360592928185056, 41.59267639381176, 46.284834099486424, 49.37001202076299, 51.50114202811718, 53.06130058293573, 54.223885931555365, 55.07197947018833, 55.682169466384074, 56.059021938143864, 56.29462056324024, 56.46718385413779, 56.585796170146025, 56.651597256303354, 56.68071247166344, 56.68259593501788, 56.66498868085269, 56.87097043956843, 56.80678601261222, 56.74230211392568, 56.67669486052491, 56.6095646504743, 56.54014485093659, 56.466569313865214, 56.396326874876166, 56.32483939606242, 56.25781309618273]","[19.280598656756535, 11.855499199389804, 15.715814773838854, 18.616763046737642, 20.15304207568085, 24.670672563397808, 26.48472314903886, 26.897279055796282, 26.613595781498187, 26.05012350418214, 25.35553000184179, 24.581374513800604, 23.721603059400902, 22.852931315835427, 22.027174406932854, 21.264272196322842, 20.554501282925866, 19.885918197093872, 19.260123129035765, 18.675084661199318, 18.117856897210757, 17.608951843340407, 17.13282973458416, 16.689460143937907, 16.274684513747783, 15.88518217963153, 15.517899713542477, 15.163241704482765, 14.836353190143221, 14.514981447679155, 14.223661368514414]",True
UGC07577,206.16086216880993,22.906762463201105,9,1.69,17.8,9.57220193334869,11.318918963374257,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[10.660951162580577, 14.08029366200698, 17.778412416637, 20.168918963374256, 21.915913306755872, 23.16867290731833, 24.048551113648685, 24.529113582824973, 24.763799438657923]","[4.384729137746816, 5.3797312633629595, 7.018264553763574, 7.867877449235798, 8.281001283281833, 8.422179298274612, 8.377707009357088, 8.131822736205955, 7.7518010825046595]",True
UGC04499,68.94083782943376,7.660093092159307,9,8.18,74.3,5.60064377904507,15.062088699643148,0.8037535264545097,0.7,1.3258201311143423,201.8140609792341,False,"[41.06208869964315, 48.84431409310306, 57.13542006305228, 62.316894868015304, 65.73798870043969, 67.8172125308352, 69.33615411594108, 70.4314284980209, 70.83898503991938]","[33.526692070775, 31.991944883463404, 35.26175767620629, 35.85143037694823, 35.16901240725596, 33.83334148838384, 32.441775557460886, 31.117171991184577, 29.538428909672707]",True
NGC5005,52.70275276731517,2.9279307092952873,18,11.47,265.0,12.131014165790516,23.958294130878016,0.3,0.3,1.3502314929861572,599.4208276617671,True,"[234.95829413087802, 220.27671350370025, 242.21886996796235, 252.7541811388278, 260.13215433210684, 264.13454262836274, 265.431870245725, 265.0655245100575, 264.1998351860899, 263.44877078474315, 262.32128688504747, 260.92278509901246, 259.18453819922115, 257.51512851106514, 255.97726854584062, 254.38682941166397, 252.78886706301586, 251.36306324539638]","[235.01018243148673, 220.49911846323204, 242.57798356684185, 253.2922181915494, 260.8644894107709, 265.0891597727523, 266.6398744540649, 266.5536719128038, 265.98214231996724, 265.5329371498684, 264.8913965243636, 263.9534193599592, 262.6242290486257, 261.29448416224585, 260.0021314723804, 258.54563205705085, 256.95154761349033, 255.38816775706752]",True
UGC10310,27.836408436471064,3.9766297766387235,7,7.74,73.2,3.9924606387237214,9.665060088398548,0.7926821896742207,0.7,1.2966686039786417,196.8064130883281,False,"[42.86506008839855, 52.75674556349932, 62.285381854306024, 67.48141773687497, 70.59167385419511, 72.60959424829974, 73.32281447445577]","[32.87728869912329, 33.665554931538544, 37.95116570634986, 37.92976392038497, 36.63941275705773, 34.97113776611141, 32.742656905785054]",True
NGC0300,132.78296105725764,5.311318442290306,25,11.8,97.0,5.391173576005196,15.411392140426088,1.0,0.7,1.3682222222222196,100.0,False,"[48.51139214042609, 48.55827117138736, 58.22497816419245, 64.56319200524162, 69.20364118695709, 72.79094221778055, 75.72947596762441, 78.07269930397668, 80.04274084843115, 81.63334126439058, 82.97656135060699, 84.06058985733148, 84.97287699225362, 85.70522680635109, 86.30525886543788, 86.794346247157, 87.1983247305572, 87.5151966271592, 87.76776581790848, 87.97120780457868, 88.1200801268683, 88.24838930532142, 88.33871970438788, 88.39099251798542, 88.4085785483949]","[45.666211191522564, 38.11554272789217, 47.684027869997614, 52.4439465085932, 54.833252024299235, 55.8530424867773, 56.053816534527286, 55.719668679663705, 55.02535408607566, 54.12247036581185, 53.056550329873055, 51.93133604170494, 50.738719392463146, 49.55906296011603, 48.386362969189065, 47.23382873121918, 46.08580478697127, 44.998327780801034, 43.95000415458479, 42.92142946189842, 42.00021762246247, 40.99642239811989, 40.059560581607286, 39.33144857480083, 38.45140794390988]",True
UGC06446,482.8471184709151,28.402771674759713,17,10.22,84.9,12.541488177801066,16.843438254688508,1.0,0.7,1.3682222222222196,100.0,False,"[36.454507738466035, 43.17664341352667, 50.859226100886566, 55.73799677600938, 59.17526653880816, 61.81892702517472, 63.8661931937612, 65.27022644369048, 66.13890977998267, 66.79385956653512, 67.29314714587196, 67.64324581126994, 67.89751450442535, 68.0565617453115, 68.13715827412234, 68.17014135492843, 68.1395877926525]","[32.97138080796249, 32.31244501162314, 36.1801278351793, 36.91568908054501, 36.66860068693649, 36.084732334243434, 35.29594684957486, 34.17534841598605, 32.82551350259257, 31.561162741605155, 30.3619372148863, 29.251547822043864, 28.09801954498289, 26.993042214797995, 26.03154153681016, 25.14066498732123, 24.193906894140326]",True
NGC5985,854.609175629522,25.89724774634915,33,34.72,305.0,39.79360703704298,110.69712125826969,1.0,0.9,1.4,100.0,True,"[203.11619723829205, 119.30287874173031, 157.0178120800785, 184.15335605263434, 203.32230711159286, 218.77882931026267, 231.61663001798792, 241.40992143636026, 249.00595565950138, 256.00090311600593, 261.77512329546244, 265.67474932684763, 268.6307633006588, 271.1464890300579, 272.7378290059784, 273.96124158246994, 274.6391219888313, 275.18359993093185, 275.6272792606618, 275.76737082379714, 275.7797021019096, 275.8131039865869, 275.9257479970384, 276.06497944936723, 276.2277042042768, 276.46683386306006, 276.72920318282144, 277.1133538761228, 277.5045908152116, 278.2711056561996, 280.4632350033823, 282.90235836101357, 285.89320769676254]","[205.17695207423083, 118.13260378111654, 159.28429575510657, 187.1790362354061, 206.6657451598316, 222.34908427275468, 235.3868483976386, 245.34937690966845, 253.0849083478547, 260.21134795804034, 266.0914266227996, 270.04710710169417, 273.0136337034836, 275.48014204775683, 276.97022707850397, 277.99127580312904, 278.4200281715926, 278.6497950708747, 278.63392631040364, 278.28750631516897, 277.62352688926444, 276.9908042571029, 276.2634902090134, 275.59253133565886, 274.8895312243637, 274.0384589633283, 273.30834598482295, 272.4703593238219, 271.7674849246834, 270.6260505078542, 267.49744703034753, 264.31938088406963, 261.1919219601385]",True
DDO064,138.2530000580198,9.875214289858558,14,2.98,46.9,6.284970736561486,10.72390260123608,0.8030813848491165,0.7,1.2986017829580434,193.32876039033079,False,"[11.2146450051251, 19.13074094338096, 24.77602451241499, 29.12390260123608, 32.21992386709218, 34.55192456926704, 36.56031382047556, 38.155947251980756, 39.54284705165914, 40.59114785269331, 41.313572027977784, 41.84652942141814, 42.08119863285171, 42.75668450501677]","[7.150051922017346, 11.959467723179708, 15.756203331420794, 18.296174123957023, 19.572030836937028, 20.171448981018468, 20.62211261095328, 20.849770539814664, 20.900000217704992, 20.70327467782352, 20.278881524792727, 19.82498735207535, 19.57794038277953, 17.82868507498203]",True
DDO170,63.42724922108551,7.928406152635689,8,12.33,62.2,5.63148511589463,13.04602659636986,1.0,0.7,1.3682222222222196,100.0,False,"[40.74602659636986, 44.053643260621556, 50.31443405865827, 53.50899366650858, 55.09495190194883, 56.03803683288977, 56.2355398569957, 56.16701593024967]","[20.941276239729504, 17.77771173228951, 19.207576789247526, 18.924056838738444, 17.98220425735215, 16.885106440469684, 15.791337848991477, 14.763610534965473]",True
UGC09037,467.62429566894576,21.2556498031339,22,27.96,160.0,14.441019614628797,34.81972020683894,0.3931887753716086,0.7,1.3776842915772018,316.6008720011017,False,"[97.01972020683894, 87.37558943182458, 101.27460864668862, 110.06667689325299, 116.8024479417899, 121.86352941513881, 125.85016362878476, 129.29508567360193, 132.0289592201491, 134.07479306015492, 135.65098057310917, 137.03145241497302, 138.08407812045607, 138.90944779436276, 139.56698514673818, 140.1030369013714, 140.5470619296996, 140.8906866292684, 141.12669103136056, 141.32636253181238, 141.49001718692105, 141.62763358894168]","[97.36404323379897, 76.0097335208802, 88.46784503345901, 93.4898212864534, 95.9100368889234, 96.0375359992546, 94.95820628232076, 93.53898965347368, 91.55684060552416, 89.10981681905132, 86.7981455743158, 84.30734559248513, 81.82441782344087, 79.38941732401138, 77.07552843819641, 74.90297819628488, 72.87255080250938, 70.96403516609033, 69.25836703531587, 67.5234422628067, 65.91509319783708, 64.39738414191825]",True
