name,distance,n_points,total_mass,mean_f_gas,r_max,chi2_standard,mean_res_standard,chi2_overhead,mean_res_overhead,chi2_screening,mean_res_screening,chi2_recognition,mean_res_recognition,chi2_xi_screening,mean_res_xi_screening
NGC6503,6.26,31,388792690684.56537,0.11972512596408148,23.5,854.8356287477707,0.5147461189537211,872.6803760301925,0.5085148329044396,3358.8211263615945,2.6411815882272833,814.6271275621252,0.5073840648981353,848.1804835172501,0.5109733954891399
PGC51017,13.6,6,1261607006.2761505,0.3162485218415376,3.63,3.8933785410928623,0.005727636238185678,5.18537290943163,-0.0003731620563957895,66.37189197883858,6.173395394598086,3.412664747901704,-0.000996604279391397,3.9905972732724657,0.003222706729051531
NGC1705,5.73,14,4876064435.146444,0.2094845139491394,6.0,70.99819360550214,1.2273775549784904,76.22604406226628,1.215752379456985,213.63610099692747,9.451761325357937,65.31033422224094,1.2152482057136496,70.67685133690942,1.221829906127637
ESO079-G014,28.7,15,1102805071032.939,0.03038481573817738,16.67,118.17000306558897,0.18985131531675192,124.56058239514611,0.1865297648363285,897.3798717845101,3.3330993116986365,106.7715034125516,0.18342672512229036,116.25531934507003,0.1868877956084071
F563-V1,54.0,6,13693465380.47885,0.29690821051941113,7.87,0.17410504733432194,0.002850340535505575,0.23205790154430528,-0.0031665282627415872,14.614312056872214,2.870059914246949,0.14976781016312954,-0.002149701727854623,0.1767214757484646,0.0003525774028857939
NGC6195,127.8,23,15781645631231.047,0.027777662771396306,36.43,61.56625417601245,-0.13088217186815698,66.34496107411456,-0.13328141974688626,574.9650658266652,1.127605161720979,62.32060966174716,-0.1347515590948313,63.331377690113236,-0.1330468522608974
DDO161,7.5,31,39810358328.91213,0.5996565820666813,13.37,335.3693811635197,0.4929926196935223,337.25043858740065,0.47756973125605134,973.2237259538164,4.074007598661006,320.7780924646108,0.48502406462580017,333.4103380269913,0.48927407688408114
UGC07577,2.59,9,148761050.65783358,0.20738430891747878,1.69,0.34883011040381057,-0.08447970101106983,0.40615518401225126,-0.08913344786134975,10.627880961650044,6.721516277737568,0.3266735731319026,-0.09119054793335238,0.35361764852503064,-0.08675995436249065
UGC04499,12.5,9,33269044368.49837,0.27910280655390163,8.18,69.06024485323842,0.4250405277458689,76.9091134327938,0.41631319244909903,360.4901216426505,4.290843054854789,60.27885460424338,0.41766433596205693,68.4311286394175,0.4214912307582526
NGC5005,16.9,18,2305429862558.682,0.04361947575077784,11.47,14.789203493883676,-0.17209727551946338,16.14118275667099,-0.17452160502325975,99.27829318081933,2.230525716979953,14.645203983229427,-0.1765282197683177,15.13247597398683,-0.17415930294171936
UGC10310,15.2,7,30796468211.297073,0.21104534569188654,7.74,23.079115369088843,0.5403236617538832,27.12904246908476,0.532656440118829,120.9613304760111,5.064783225056226,19.416673702235475,0.5324547573948314,22.866823243464154,0.5364872332269942
NGC0300,2.08,25,55377634957.69409,0.1581932048879671,11.8,104.45154290572113,0.6972716948106793,107.71976279961855,0.689477883087312,334.9297617517266,4.3650316716899304,99.12411010002565,0.6887160861853512,103.8510851698528,0.6930443614848778
UGC06446,12.0,17,37916828061.99908,0.36531028326274273,10.22,75.72338422604592,0.9870863158592833,79.65222763383692,0.9731608827964126,212.00907492013755,6.390764147627676,70.57524691603437,0.9767447749377673,75.35624868690084,0.9821371517213561
NGC5985,39.7,33,10100681825076.486,0.0196188417229018,34.72,264.6564993178583,0.39182316639222714,269.36256774249466,0.3881539085028153,1263.0708045083045,1.9836914317196126,251.0399928316136,0.38558703994238996,261.26782699349695,0.388356602687134
DDO064,6.8,14,1625994634.402604,0.3000483628651072,2.98,9.024975625385297,0.7531553537858643,9.572863918467656,0.7423954062400167,42.23106816041366,13.943638409999192,8.252798853355936,0.7412546308294365,8.961388175031987,0.7487888330484799
DDO170,15.4,8,29872516192.907948,0.5688593529682343,12.33,561.1074568801112,0.7939152723294038,639.1710607171502,0.7767182548677734,1627.1415119789115,4.380817894154781,485.44749006034726,0.7850218580386552,557.9396001174388,0.7894472323346471
UGC09037,83.6,22,2725567751178.243,0.13917448804109497,27.96,38.72316953718032,-0.028964529754187573,41.10102081054337,-0.03319090591116745,158.395423826375,1.0171730228904825,37.88607274338196,-0.033272751892941516,39.19034192196047,-0.031383052738136435
UGC11914,16.9,65,1492611043572.1392,0.001821149082736823,9.83,15.025282147251064,-0.0552106144278185,16.128761134487906,-0.05749247080237103,2162.2683849303453,3.344370402583462,16.708174271502052,-0.06043438137220749,15.91248888630718,-0.05756376723635479
NGC0289,20.8,28,8507093960118.571,0.22071131470084077,71.12,75.44989753202434,0.3691054788068513,76.59827911255394,0.36132476007565384,235.85609362345338,1.4253910194147057,71.9603332311913,0.36464588032390427,74.76256265012827,0.36569549722594513
UGC06923,18.0,6,22537108529.539757,0.14856893078494957,5.16,11.669394950225776,0.14434416841658135,14.152268757719238,0.13931947732445474,153.18880254681622,3.8781315591964063,9.446382308933687,0.1382761140176971,11.494772123484026,0.14149399171586544
NGC7793,3.61,46,78283912351.7829,0.04639348375594869,7.87,2.597612144910406,-0.004775536007170859,2.6140608037893336,-0.007833611139745655,99.0263459821724,5.678538950892347,2.5319919570854728,-0.011475926631596313,2.5834707791200175,-0.007254305644438159
NGC4214,2.87,14,8160878240.392843,0.10107686388156385,5.63,27.239631561807908,0.7663376478606307,29.226791086493474,0.759755555611064,127.29399010143275,7.92769201716016,24.93988965290493,0.7564470861945961,27.06109566322325,0.7619382944593757
UGC05764,7.47,10,1553842502.445374,0.5870017430185795,3.62,2193.5237328278836,1.600118267948308,2434.404158815348,1.5759987863614815,5016.786439431151,15.308789207741365,1961.4717085847144,1.5839502126383822,2186.561973991197,1.593642247262445
UGC04278,9.51,25,27573690144.35147,0.13811067879677585,6.69,32.89475186342335,0.6329148658057995,33.95529870634325,0.6259865028627315,118.45919707761789,6.68271335509653,31.20064132569353,0.6239156535681686,32.700022030208864,0.6288478237102276
UGC05829,8.64,11,17826464559.779175,0.373636174608489,6.91,18.75089756647981,0.8119476362739366,20.339797697126762,0.7997441463268244,70.56361791628798,7.098445965004398,16.817116702643354,0.8020902188856287,18.6256662167113,0.8074346837214095
UGC08837,7.21,8,4891219364.016737,0.22155699720417646,4.2,8.031912097743875,0.09542883691699634,9.048737982344806,0.08945495687421788,110.85501681397331,4.423771305194196,6.883007351027773,0.08945374268357953,7.937354964508964,0.09270049186622957
UGC04325,9.6,8,21232171639.130642,0.16083056843776586,5.59,153.1037874999391,0.7913273442020055,176.38453989048716,0.7836447014200636,608.7831597395319,7.60312837423997,132.13900717118983,0.7812924629695728,152.08837068857727,0.7868657498663917
NGC3521,7.7,41,1719424014531.2598,0.009940788235375855,17.74,30.14088406069111,-0.1604855344650777,31.48368263862079,-0.16262820978034354,209.6493272316356,2.364677193756003,30.640564069118977,-0.16492851654296906,30.731948882871194,-0.16257648283150533
UGC07866,4.57,7,591736326.6945606,0.23196553034233464,2.32,3.940964083671162,0.38254734534233215,4.591959180434326,0.3751884587301034,35.54757933757424,8.658896355636433,3.2852352687460615,0.37342268114690785,3.8939449981706105,0.37910388458980016
UGC08286,6.5,17,21707130110.125523,0.21374461697268599,8.04,337.9660680640193,0.9221153317674271,356.32738333734414,0.9121586321968629,998.4592953042189,6.838616763919349,314.84208125244663,0.9119030528407606,336.2485448762811,0.9173279885136288
NGC4010,18.0,12,236399975669.72812,0.06622822266315016,10.47,14.102891179999402,0.08505055873327316,15.123941750345796,0.08150296912805931,214.58420914547344,2.8388287660606415,12.516769209515429,0.07930479908948547,13.877665385879373,0.08234806248524353
NGC2683,9.81,11,2903213037833.4727,0.019462978717646053,34.62,13.678512438613575,0.16777735703517346,15.17831802260448,0.1646844553762916,251.04557795109935,1.3562356628588386,12.505176597408216,0.16306182202214592,13.675547239576463,0.16486881613768214
UGC07261,13.1,7,21912828787.98698,0.13159322230954992,6.67,18.049444451530746,0.483422971823993,21.27413416971807,0.4772725452748493,111.25517465885389,5.261022853549348,15.157477585407012,0.47541202072716776,17.873325881236955,0.4797282637909631
UGC07608,8.21,8,4494060400.000001,0.41949527395077046,4.78,23.9682447717002,1.283572105696599,27.61829963108879,1.2658638702018536,55.81508402985329,9.943378159774532,20.82416166406555,1.271293091092925,23.884463476306333,1.2778844951073238
IC2574,3.91,34,31935185170.25105,0.25232431870822986,10.23,224.4648231830265,0.5590466948594696,226.87074193253093,0.5500781158967821,1104.7887294165382,4.284547088156343,214.07587922072267,0.5511672598633899,222.52432054595397,0.5551636335500689
UGCA444,0.98,36,348291869.32589495,0.8054336272287744,2.62,12.176100658015125,1.1329045250407448,12.19159884081251,1.1077958713451892,42.81748428265993,15.842417102989932,11.690550930501873,1.1182228598267128,12.113108465743858,1.1275921767543595
UGC00891,10.2,5,9077659568.509996,0.4976537778068537,7.39,1839.8402671292502,0.8205729486262412,2408.7249371814255,0.8043862869582299,4925.155781909078,5.508804524849268,1458.2146088710485,0.8115338925153794,1831.2810821368323,0.8160385133196775
UGC06983,18.0,17,183248539151.94797,0.2405984892473087,15.68,68.99621344820247,0.6675943142696933,72.519750674993,0.6582949648878411,250.3791514121544,3.536463606403594,64.02165797128862,0.659343408616434,68.50735207284917,0.6634408973240253
UGC05986,8.63,15,64412189120.283585,0.10044091602127504,9.41,186.5983788086693,0.5372403684798593,198.4975087114168,0.5313982258130813,878.6734493001516,4.511771096418509,171.38754214734203,0.5293070977911785,185.10269740461789,0.5334116194001977
UGC06930,18.0,10,273922658801.91537,0.19539573701270657,16.61,28.894076330854936,0.42909476837683275,31.78243492640536,0.4220407199592951,151.3938102397972,2.8584834139932793,25.44759440062584,0.42203945158427036,28.58187699723215,0.42553537363846594
ESO116-G012,13.0,15,74254423149.86517,0.1374749959374753,9.86,198.8327605755729,0.4700616680201051,210.8978856732467,0.46362464334526027,809.3946706704959,5.117111933651933,182.88418319496176,0.4620654864459691,197.39066397799633,0.46640023850401435
NGC5585,7.06,24,63427242742.8359,0.1386006902315511,10.96,182.18779608525992,0.247661509769561,187.35242903524403,0.24175967138061827,925.6919452915055,5.1782105399733895,173.06947363448316,0.24046060278619108,181.21923223443952,0.24455400429728177
NGC6674,51.2,15,18503394244284.02,0.0684650978734936,72.41,1102.5323737896176,0.4532453858616193,1171.8072089863672,0.44835006998715554,2462.507735947597,1.3180527439343732,1018.9538820255892,0.4486990924887493,1092.4144418347662,0.4496258400523047
NGC3109,1.33,25,5183510002.615064,0.510410646043955,6.45,132.7696850598735,1.3631027754937692,136.81116877295898,1.3421285843923192,299.57664165351724,9.92448942710066,126.56715247415171,1.350101430432851,132.32514942758652,1.3572170807368948
F571-8,53.3,13,179846837110.23947,0.012609526765679783,15.55,133.3963815338649,0.20207753672098538,145.31195727934116,0.19891223909362782,330.7991510451945,2.966182360525852,123.09237888987171,0.19585540860986056,133.26206309497175,0.19908356560444893
DDO154,4.04,12,2311964246.880522,0.6502015790061556,5.92,5924.837387512842,1.1364464080516201,6397.0743352952495,1.1127362666131682,14400.648009018822,8.205085244368748,5390.35635245434,1.1251606561621104,5902.591562385903,1.1311252381251091
NGC4051,18.0,7,1040488855300.6276,0.017303147398442683,12.19,17.450907266164627,-0.15940986674618499,21.610003684778377,-0.16160379369830816,153.46785894527747,1.6142439847633396,15.864781906496987,-0.163577715971428,17.976839199474934,-0.1615034942393603
UGC11455,78.6,36,18238297709867.53,0.013214485875854177,41.93,40.442463805869714,-0.10552434011470418,42.279678045445976,-0.10783945319417461,250.62917082368247,1.1798765398607018,40.85989894226899,-0.10936422127114136,41.12535540706052,-0.10775217834338166
UGC06628,15.1,7,43574861416.82242,0.13054137587542308,7.69,1.1117187298152154,-0.1261817030672445,1.4036514167483918,-0.12957879242234846,11.50971131533614,2.524154392315699,1.0018820088445106,-0.13065263208157618,1.1399237163118663,-0.12835809074790455
F579-V1,89.5,14,274208678994.51425,0.05989994728916035,15.16,14.776761831899144,0.6788605035220635,15.845136696910231,0.6737005600192862,61.10806664080273,5.880213422915432,13.504991441422602,0.6697284940484857,14.661194818696499,0.6746790262856198
UGC08699,39.3,41,1552973965116.2246,0.029015096096509808,25.7,46.87768763397949,0.10058304727148415,47.703180467031196,0.09745070393272548,968.3305476720237,2.8243716327263297,45.43936811275695,0.09489774599220194,46.67708880605589,0.09784186481509378
NGC4085,18.0,7,178622741809.39102,0.015873268948971595,6.2,36.5297044726699,-0.23490620456262137,44.7404136843975,-0.23690585111917675,229.8653766752659,2.1080005142544413,32.66831206291025,-0.23893398237914779,37.25931145620885,-0.2368117960531913
UGC07089,18.0,12,53971272751.27848,0.140251482123562,9.16,6.916615213172818,0.22804688495016637,7.385727928350965,0.2228405563140344,88.30853235845201,3.3390680035999574,6.137292573498105,0.2216327432639965,6.805386807720043,0.22498823291568712
KK98-251,6.8,15,1043250520.0232449,0.583225779258134,3.13,16.30293122178242,0.4167842082595908,16.817811331700756,0.4031519240985862,114.19464549663812,8.595848920012276,14.893131639773571,0.40759739148931884,16.138772618505108,0.4132554749888027
UGC02455,6.92,8,19416672087.887035,0.06674556147185941,4.03,107.95872555439382,-0.4757874382278322,127.42859013982938,-0.4775902339422634,52.06884744310474,1.6678504645768153,96.47188920133493,-0.47873619269681633,108.9885004967886,-0.47709307552736346
UGCA281,5.68,7,102420792.30125524,0.1910122373863717,1.08,18.04988983802662,0.4064786548248643,21.10814798868477,0.3997458714202349,208.68458470638313,15.559308106402,14.75273650508704,0.39382308806600136,17.813596903827705,0.402975589223907
CamB,3.36,9,201135999.63272902,0.20276119777642443,1.79,10.657529345443262,-0.28389532993619265,12.455652695619108,-0.28741315142716434,50.150494262570405,4.641531025486552,9.851184221455801,-0.28892727806247304,10.776845689358023,-0.285678905981076
NGC3949,18.0,7,305188605988.4914,0.033307244373762715,7.07,32.768951040461936,-0.14116493081836393,40.26488670946963,-0.14360699322454148,230.59177330420584,2.1228826961928733,29.40360987340697,-0.14542655156193435,33.53279351732642,-0.14330400031467314
NGC7814,14.4,18,1562542956086.2341,0.010044693235616468,19.53,165.38464836668624,0.19303739729861988,173.34456791466303,0.1900030211962165,1328.3808864574441,2.227370731840158,152.27957478857354,0.18698812125533662,163.23086303839392,0.19006594213092462
UGC02916,65.4,43,6831484214132.961,0.0446698944981845,38.0,247.75913072485605,-0.02883232855074098,259.75250759710445,-0.03180514474050833,2682.5503701435673,2.1361758840995417,253.9191448513258,-0.03360586049136389,253.80282412819517,-0.031251180803453814
UGC01281,5.27,25,4346488411.076244,0.30509165753909845,4.99,18.02643842342391,0.6336182866428396,18.525312227995922,0.6237641171839177,58.79272573009825,8.104002773369418,17.12440603531547,0.6241875998558039,17.933015597704642,0.6295494925623878
NGC2903,6.6,34,2208357406420.084,0.025974656073965856,24.96,232.1318461560051,-0.02614727144006102,241.45410324363374,-0.02887245988050146,3119.862908909271,1.7206492581754815,230.39107378081943,-0.03086485893369617,234.44557171369237,-0.028572811267568395
NGC4088,18.0,12,2762765603621.7573,0.04822677378948662,21.48,56.27334197743635,-0.19303882280391904,63.206698331141624,-0.19550538638910908,123.60433672991734,1.0113034759652055,53.526320006581564,-0.19694762260196585,57.32964041361474,-0.19504869187050333
UGC05414,9.4,6,6764091980.355648,0.2041383834870352,4.11,31.336117491230254,0.27662448567916315,37.977629904507026,0.27016415555254536,305.85571295465064,5.4602338886957,25.42567771680652,0.2694386547994965,30.925242245565887,0.2734448431685705
UGC06787,21.3,71,4184576026192.0815,0.016150501594412458,37.19,612.2426379195622,0.16268762855429433,613.9604310884231,0.15955218845356015,4319.254465249674,2.8289686574653365,592.6068009486421,0.15709351359878745,605.9073315827077,0.15979176445975232
UGC07690,8.11,7,5837320400.541609,0.1722165071009795,4.13,10.62445795770224,0.2705799178031832,12.364060556766471,0.2646528910436495,142.07641429455057,5.524243067879475,8.83312120933842,0.263508543278553,10.464040182540561,0.26741533027954417
NGC2366,3.27,26,7376725530.794979,0.48407969481361596,6.06,66.97952270466527,0.4642385252767272,67.58423553309318,0.451089975904309,342.587391031714,6.127040517122375,63.39625783644693,0.4562393087227164,66.44916082389213,0.4605915992520077
